"","GSM4008561","GSM4008562","GSM4008563","GSM4008564","GSM4008565","GSM4008566","GSM4008567","GSM4008568","GSM4008569","GSM4008570","GSM4008571","GSM4008572","GSM4008573","GSM4008574","GSM4008575","GSM4008576","GSM4008577","GSM4008578","GSM4008579","GSM4008580","GSM4008581","GSM4008582","GSM4008583","GSM4008584","GSM4008585","GSM4008586","GSM4008587","GSM4008588","GSM4008590","GSM4008591","GSM4008592","GSM4008593","GSM4008594","GSM4008595","GSM4008596","GSM4008597","GSM4008598","GSM4008599","GSM4008600","GSM4008601","GSM4008602","GSM4008603","GSM4008604","GSM4008605","GSM4008606","GSM4008607","GSM4008608","GSM4008609","GSM4008610","GSM4008611","GSM4008612","GSM4008613","GSM4008614","GSM4008615","GSM4008616","GSM4008617","GSM4008618"
"KTN1",90.4306606167984,128.205764581758,106.544303812354,79.1429026292211,62.8744023882243,70.4838752837944,72.4734145688337,107.53904394603,72.0252104082335,73.8126200766839,127.805142984197,74.9295196687889,121.573544700364,112.322413169978,106.315558411205,71.1822971492608,29.908633044939,34.6967093765282,108.705569066966,114.141482548743,127.77101406924,43.0758241784544,108.981415947584,91.5668673384876,109.165334732835,107.774075625052,87.0043572027466,94.9491530962502,140.902892953368,100.142694648702,82.2458850967773,51.9922324259896,95.5034388666089,78.8743781147584,55.9827228706361,87.9402441835815,106.368580735799,94.444860672024,81.5452754039241,87.3908795344974,89.0187161077911,102.369244195623,92.9125719455667,79.3428038810221,99.7512970983223,114.539839417082,120.003897181899,109.862933927513,140.278410115361,105.365071408428,92.4072422407811,98.4037641352227,117.592709906994,84.387829510625,84.1694986447475,121.172969005449,105.456926774929
"SPAG7",80.1769461929686,140.452976005742,91.5137729890185,68.810858199299,28.0464804535277,139.328956207721,90.3887061173838,72.7493706923883,28.2501048982913,112.370469544579,91.9030118202372,104.730763596738,78.7374533115304,135.982671687522,81.5375850194396,107.287335001683,72.715099620084,96.7598647355984,60.9845594198094,62.2601970456632,84.2653431560736,56.8265104924985,121.574191701342,85.5797264272376,70.3550839326072,106.983920912126,111.400534275898,179.104410181309,118.040461396272,98.7018274593751,87.7990734611439,56.0549584180791,56.6158173204403,123.62919131585,95.5165236443552,66.2615712109691,85.65842949968,135.148093232678,117.837470293788,69.0891699735091,84.6887040378838,100.810680775727,67.5173438503534,57.8135577675877,110.906652790162,135.341794007861,68.8264309682794,53.8699589281454,42.3301724026032,74.1632985068449,120.644694258736,67.5820290777389,86.5620461845716,74.7068924594613,86.0328877299701,163.329171674376,100.239651141472
"H3F3A",112.167736403184,70.8149901932243,118.31740343808,31.5099126903908,99.7618803205749,68.5397326029111,79.3576939723583,62.0664293366047,106.131265445489,137.55458853242,64.640553502632,145.287540902022,161.594496111314,-0.721136572742864,97.7656249232153,101.28521085819,-6.6528871862328,11.7545045791273,96.8343858156086,18.6308490044235,166.863068289822,30.3289517924894,101.629704362728,54.0150616293067,46.6344341048142,136.772545997087,93.5984772063719,42.4565092534641,97.4761283393693,106.815176220373,123.833619570089,45.3890865680544,66.0577105253734,73.9649315928578,115.708442628601,93.6274748654165,158.751785238031,123.656102608359,159.502587891705,98.8785826941687,134.067399755294,73.7104754908823,67.1331094236594,130.910291133811,106.666979113899,108.93731828041,58.4327596409888,-5.60689362383057,-2.49192037630597,124.60625923639,151.992693932029,66.7020503451256,51.9461082459158,113.579771163704,41.1005892372268,88.5615049251139,120.092750592069
"RHOA",88.5239365837464,135.8720307559,110.28672357969,68.0914195500818,68.9111649034849,39.1420023119315,69.3024083605304,76.1435805192774,92.7763613410576,96.9654693479142,75.7701135884603,97.1624095536492,78.4139620391772,79.6822156084791,99.9299774254868,78.8534764711501,111.952140430158,101.016645665948,103.435208249669,75.9903408516987,135.476088958069,80.6488096922222,89.8615397095019,83.8570132878898,74.7531359818234,71.303869559018,80.1818577174879,80.1627808337825,138.028014925575,108.183857947078,83.4036745637245,78.8285607692004,75.4418756487683,63.5455787209216,75.7438314452931,91.3706770403217,139.541933734789,107.943185227183,66.8714028479702,96.8954696127222,107.573297477028,86.7488377777075,80.9031425608245,109.264037190557,101.40045576804,101.355518824414,118.944207349558,68.5009745984816,137.340931615613,101.842880016334,95.8771596726049,78.5788622893762,92.4980230207392,123.596494162733,69.2799633377866,107.76465680428,92.6358587815512
"IGFBP5",95.816673,31.537052,114.455666,63.884785,84.204269,66.062416,63.356983,81.367584,110.467537,154.149384,57.973015,113.835274,83.012436,130.004379,116.609749,126.529549,114.111023,127.463615,87.784325,144.892944,194.650925,127.557251,143.669388,146.439835,121.803146,106.720085,72.210846,136.563629,83.433952,55.468502,143.903519,45.42207,63.382938,56.284565,72.469856,64.850563,70.790344,94.812492,56.124393,92.188187,66.03746,70.68631,74.576157,97.114746,83.078461,125.023247,66.117249,109.791504,138.644913,107.007454,108.788734,86.225609,61.643993,106.424019,75.716644,71.657318,46.401989
"RBM38",120.809474166446,66.4925916306218,124.793014477598,80.4681320993282,28.6393136647661,98.9492367132817,65.0982499571961,59.632514226901,102.107938012022,17.9711042948043,36.0359317273189,112.779753576896,84.9349091034819,43.0687613178012,93.8302611144466,75.4849164253066,63.7505751415517,90.2787804293806,70.1276525396305,74.8177802283598,108.546465365898,144.215319527244,101.336304345706,57.5311118011781,84.3420730135774,122.111442023046,146.643495151818,118.311952432764,45.4252929934824,84.6954308051928,210.06014868172,208.574192563415,29.43382053455,36.4521530242422,20.9197751476082,82.2383760353939,136.694996158607,58.7104262955158,68.3259094607598,78.8038550666566,111.966150639428,63.3571382903371,102.067372428405,66.3117986482747,116.515626864574,56.9291238000266,68.3989570971897,40.298227289195,42.5364810314463,141.339814654549,116.922817881254,75.0549015150238,114.159621160803,68.5568735887435,99.3844192975876,97.7873318891899,138.451643720779
"BLVRB",-47.2037800853221,235.286488361896,69.1259683685835,144.171015837103,123.095830279904,144.197627178106,153.686385639985,79.21914482014,66.6785915329745,-23.6199708809834,-69.7666271247917,134.461914431875,18.5992639022369,60.0006353842899,167.34971048487,52.5379696272669,43.1710288898489,-8.88308509562252,90.0429243306301,10.3695918809553,-6.99290866677802,196.786948869767,146.654561913138,86.9789200037242,131.822019145252,94.8291009576387,59.6063092092063,42.2023622127535,-105.404307963384,-19.8115855621598,125.713481570318,206.94213468512,93.32261829899,44.9065198585031,53.1725344275433,74.5266841335246,134.216545909622,87.2585080589054,133.99302277671,124.194936721284,104.651155417238,181.867960404114,218.518293320952,77.9535420238166,56.6060386540611,155.895430231066,-39.3016849197669,-108.647278107853,-29.6095849639196,249.41563732215,115.169792706276,99.8541037550748,39.0055351457326,113.78921782515,-3.66080656087793,135.490086181803,91.0488780804496
"RPL36AL",51.9285574503903,215.958450286324,68.6588053794547,52.8889699158356,66.8640538723864,40.628011269113,43.3664908703125,32.6185245180044,61.8835605191533,103.651189717765,56.6974580064528,77.317348463977,116.458271919425,85.6582150639948,69.6124464799823,88.8301979414812,58.4088247264674,62.3677100216375,83.3504461688788,61.1135309094898,99.0954759480597,82.7691714454205,66.4137611944904,94.4426585812648,71.9013377240892,110.788866324855,84.5710402995555,43.1701799811015,117.958265170238,146.027277951548,70.9739078604805,70.1647173963184,45.5989375980988,99.4585316983673,55.281763924087,60.4053765002369,72.0647123483587,97.5062965309428,57.7771509069184,95.9491482647525,113.490980730885,92.1799878414557,106.545240810122,101.541943526313,66.2755567715662,99.5016126541799,108.758646163203,119.142966742075,78.1807932538911,59.8127893961544,76.0764031690315,86.6017547214199,48.5638130898473,58.8637356482284,52.9917173467321,79.0137514560441,100.984899909795
"MYF6",178.15535,81.150902,98.050865,135.94899,165.442001,91.087112,87.65593,82.977013,59.042923,71.767929,99.254288,136.658295,170.465988,190.480682,132.234375,104.926048,80.407936,42.467842,72.000824,58.813541,75.002785,73.192741,133.661026,130.681396,145.171417,132.752548,62.234135,132.45546,78.095406,89.485069,169.417694,97.507172,132.235107,101.058632,193.217499,111.797882,195.431122,196.255814,176.366394,99.605042,131.28035,95.281738,113.111633,110.94088,104.01545,89.400246,148.091583,164.633102,118.052811,125.164391,116.616058,86.642708,175.727737,153.590256,106.875519,216.197342,152.345795
"PADI2",74.9115222854781,43.8246404965832,90.0101801087444,44.2430771412469,134.170577715484,121.112200094295,149.963401724364,78.3557115228074,117.892726121982,84.1564930941387,63.7275483791624,121.274675137662,40.9826160659755,65.9309133452255,66.4395812597712,111.814616153939,175.573414174923,165.006802324829,107.345994411946,126.718395161809,164.872226797785,113.042848882464,92.3836453167051,100.983459371619,67.6903869380577,81.2256458039873,86.4836328220093,55.4230280725396,95.3649193069884,47.0142883535238,87.2686030900954,37.4936544383631,105.362525998798,89.5556326497462,134.038479455262,62.2747686862276,92.8875830984165,71.1459527058556,79.5544458792461,94.99131115281,50.6307524537447,80.931388433115,43.8063592122862,100.43375858816,139.618453583553,145.648243561687,95.1926222992802,104.402317891354,118.196659301405,84.3163890045284,82.999817649784,100.835446369838,73.4248610230839,67.7641173669005,65.3897840821276,48.7627220171003,108.061221794505
"RP11-466H18.1",46.8700070077968,186.086802379191,126.331464476595,92.2833127053743,-9.36070717654888,74.8576797647996,46.5470109600316,82.5772162518856,123.048894697314,172.317753756127,48.351328418084,134.975922103231,136.554697321453,50.9414196328797,124.184754327921,67.4874516490152,24.7946171846274,64.9476934947945,100.649245384717,136.42698741054,96.6134444230206,94.3547074085288,-7.77831043323707,117.373438020754,75.6681699187684,99.066751453585,52.519161591118,94.0073990602642,154.214982581216,141.635446380666,41.241000994151,113.607655514508,-10.4395635930247,108.319446265172,38.1412568501424,38.6603625736583,80.1018578164291,126.471312634737,81.9589840668978,17.5110959499211,60.537003304486,129.601665826965,52.5528601889908,41.6952466355438,58.2225418629713,10.7965480207983,186.45781944044,129.781340530802,116.829150421505,75.231377163827,85.1916299974775,29.3225568073039,50.6096050692169,32.2424523324285,51.0891706953502,112.613771943792,65.3196568585034
"ISCU",84.7982664972831,151.662335543901,94.8801376405025,90.215662897428,55.1552622714118,92.2864610256953,107.613832001471,76.1653041276433,71.6737384421978,73.2354484281472,127.679258265868,89.9430512601895,92.5590893810356,97.8542858609549,87.3167858405673,138.255150362158,54.7698494218034,56.9432402715289,100.483635770359,92.9322656250078,85.3818755783743,29.1004548309363,80.2551306921915,94.7198570190207,109.371520980652,91.6609522019679,126.595339090785,97.782299804367,70.9072719880253,107.669268182158,71.0758761344408,83.9903151183754,85.3629903926285,121.152257416988,91.3006185948222,62.0791038373622,101.18631117247,90.8509842020306,110.985486528421,95.620774627394,113.642060821725,115.296252212188,107.694562670182,109.861412562578,81.7434607498154,90.862918836953,114.983230833136,86.5590169788563,75.6772222802372,74.5649230824678,78.3765092338776,93.3333349769518,93.3663783051595,66.1802349733713,102.607119951568,79.5584341012371,106.035254495687
"GLTSCR2",60.2280063162841,71.7832341075549,64.9135549028775,57.0229763930237,93.2625229419457,56.0265418262532,57.5745699060683,67.8980236746502,84.8700070165481,57.0157461027461,55.2958211178896,140.357196866915,81.1768758618136,58.8477723592933,84.3143328238168,88.752131383637,37.1976724066701,122.723809115,95.7267920823798,81.6656153038548,136.999828015256,120.197547902251,80.0308541316876,130.131740192772,52.0682134597615,65.9557859127668,120.729116522696,123.968341823399,45.0504804547794,106.196509346299,103.85077331392,125.210683618465,80.1205213349586,89.3912757826608,89.5777161527467,94.4448536039894,114.938886226391,114.40661861342,119.8907261,118.960190227804,93.1887364068121,73.0998680331392,127.979793621858,101.429631736052,94.5283763037918,42.0179773586785,31.230110745646,24.0891395564363,70.3154879440131,118.658860904373,82.0855661454633,79.0055039294392,63.7271767149428,60.6098164787628,158.19622932507,123.514615552427,85.0844512927303
"OGDH",83.6952410034446,53.5138561299572,83.0616701491675,88.0278076335986,127.43879099591,118.391051083845,111.452438827707,92.4857916271004,81.6038226596396,95.1757236154727,75.1932193382125,88.8449705503205,80.9404816804203,87.3798528534968,96.1711151284498,116.706800676355,110.960645864765,113.006077003676,101.576520307507,97.0423095178687,87.6626895330245,117.326199982419,94.6660508794313,94.7428943158278,90.4924377142613,91.9014914473796,101.241150907818,85.3728546105527,72.683269924358,93.0385677036166,88.0736094738218,88.73619688511,92.8977632096706,92.5949071457481,97.6056383398627,97.551628291223,76.0501723183623,89.9623115237931,95.0773322347617,82.6947971388502,89.1346796948614,75.6956153465928,80.190185109724,97.1467061550097,89.1118174312011,105.075137806246,86.1056337541632,85.6323530397541,67.3114995838971,97.0946932011095,91.0828856669677,101.818742563138,82.0046006379723,97.4660643319946,94.7220365987532,60.9916336658139,77.3626752767424
"AC016739.2",77.9778224088955,94.51527005617,93.3963468544008,39.2201938687795,97.9447028882912,68.8281260037236,53.1892026975258,86.71547260237,63.7159806585694,156.392162054897,57.1606246976568,116.00673855939,51.193837348305,48.8129796546008,81.9529463201452,119.761534122539,63.516970617673,58.0059472875146,77.7388082237208,82.1080681481133,110.706618394102,58.637769498669,102.925301115648,79.634080947554,74.5328062937798,100.525228740424,120.418176766337,115.637434730988,67.7262844775444,63.7296836057576,91.4519797378756,128.14824901802,101.618620507574,36.1982650621738,67.771635826772,93.8129528804285,106.505489871038,116.103634613907,104.317084547105,117.882949378987,66.3467937414211,52.2957846433732,154.549597494133,87.0238124183023,52.5828296562994,59.8672388176989,83.0162762185921,98.7977466070536,76.5529920756435,112.240431815476,108.187896829502,78.869136837365,113.409601115618,56.8379238170042,62.3926003181151,104.751265836872,131.674213589596
"LMOD3",139.395554,78.871078,114.716721,121.995079,90.895966,137.080185,91.589348,124.376312,119.247116,94.632462,141.592407,121.589012,152.540985,160.183777,121.216492,127.211395,67.431725,69.206131,104.348915,148.889435,133.737823,82.756836,158.87294,115.783791,164.225723,145.194031,136.661896,132.39624,156.617004,134.209427,123.412827,87.83815,159.053314,140.91684,89.724541,107.017715,128.211548,103.924034,128.562637,147.330887,127.753365,134.047043,110.556305,115.485542,130.98938,127.759789,139.728149,152.001801,163.454712,116.74791,156.462036,126.409973,166.453964,119.714874,136.542007,135.583817,120.346123
"ACADM",68.9622542239566,81.1882653025204,94.3575637138924,73.0914494871037,72.7548257009962,117.042901707436,89.2609332642861,99.1633524103083,102.536933944358,84.7886262609963,203.088022146208,93.7619988418384,78.1212675412036,87.3793041193164,97.4823642199304,99.1842030719203,55.0787332085957,54.5780328033611,79.1958291120623,111.421933221362,81.6370176850537,42.4388932418965,117.762999891594,102.086557300313,75.982737665134,90.9233068936061,133.803543404134,92.2089876974719,71.477338405977,94.8923554268562,81.6073536531883,53.2206272424512,111.098407818098,116.043247633252,97.6210398919842,97.3688557767145,131.769438514736,92.7138046456303,100.093452044609,101.498255342758,77.1626954636612,90.318177757929,100.460735705497,95.9888041488925,86.9726857328959,111.053809351439,91.1152157712436,91.2896931192571,66.4518866577664,76.3710597109773,118.284791629392,95.8243563616754,84.4681857245096,74.046888028854,104.295400532,95.9204985238365,90.8029762311442
"HLA-DRA",203.376283771368,209.185190823316,133.794375249133,90.2935752102344,61.8687058470756,98.6104090902071,137.790622731167,63.7760660698497,39.1978260925475,203.802164460566,77.7422762616999,74.8823319029551,60.9877161306632,86.2660610155248,71.5018131828874,85.852284921053,25.6740688551092,58.5738896122769,79.4161727785741,33.7529713586947,142.444825442007,34.9780554714479,-31.6549112997888,39.5986389618712,-9.29970038812635,54.6734597007245,98.6103811672665,78.4022838266361,332.41778356167,140.498666293345,24.6893803182465,70.1554527586106,123.049997706231,94.6593409259756,114.194006748003,156.231288684831,65.5952247041762,188.292192616253,46.3631597888393,97.9452078583295,35.0607422791379,50.6251498960437,33.7448457829961,119.750616070653,45.0263001450831,141.668309407645,139.139265855833,58.125600763291,7.50789238774124,100.531695879578,-6.05939671400739,57.1793760770296,54.1826791169637,79.9752319327036,30.0312971317787,112.225697726753,36.2777147776626
"TSC22D3",72.9881414959887,52.1081546938348,111.448394355221,116.919541300121,2.44298008798597,86.0882735987575,100.734224877551,106.303474158658,95.6422758630065,-1.65157512612703,97.784371258254,92.7731290278441,147.97627648624,42.7862256215772,87.6966247112161,139.719440560783,73.6596485092619,67.7439212538315,115.932335874746,100.879210475568,91.7726180449006,33.3205243512069,155.808929771966,141.370391424183,102.547222160032,11.4149897327447,116.866570118103,146.917789046674,5.56951414762054,49.7299745646719,120.629846237726,105.855719133724,31.0820107351364,34.3019975080698,103.079125422277,79.3947570048386,128.505528148498,13.4330934403843,54.4703148061613,183.739800360466,119.143635331987,44.8907631516914,112.087620746909,98.8091240884183,71.7087525118244,110.904236799979,56.5804381599717,141.071377260762,59.445296254094,23.5444751346908,150.817295456385,102.556176214496,111.17791078006,43.6649468193248,129.326790676652,89.6493774197137,65.7104617611994
"NDUFB3",80.732713523045,187.23257431738,88.0208427049322,69.4390423374241,57.0614759592811,79.4455696934551,93.1309408346948,76.618615542129,66.6136800495666,95.2739745450565,96.0112000718152,74.7718007271909,79.6296485096324,85.1535373991535,75.9978991772354,111.691278642348,57.0352010130571,61.5942042452507,92.217355759245,89.3376116656137,88.464063226738,61.7186149022308,124.236996441038,85.239039829107,75.223476435753,91.0142635473334,112.855216444716,87.2637587471089,79.7831148363642,123.536961120248,78.1095511872956,50.222713101199,75.6118341759762,113.104211225361,92.0307704370777,120.227958820772,94.8937574737111,98.2265685137627,105.792427495508,73.7584889536108,80.5101478812326,102.696680582983,100.544102700564,78.3078533955554,71.2052407007052,86.6446132194192,93.4812734510154,100.258531856103,76.3545011248614,83.8522157343883,115.471507572328,82.4842881191169,89.7732793778633,73.3363963236105,79.2825784687424,103.826856336648,113.393002592723
"ANKRD39",62.4070820567436,110.152012564406,149.538431368048,124.618092579468,53.1806212064268,62.2873129979344,62.7740799599627,91.68020454866,69.8940983087298,76.4650091256342,127.968306921629,70.3370182379507,95.0142207979083,74.9033545389153,65.1468222361548,71.1912634792746,64.5076715054724,62.816923854493,75.5848970454678,166.744370243669,76.1726305815274,55.8543737254787,81.6692792045543,100.580216888088,85.120345207254,80.7643166106168,78.2783911374314,78.4316442925924,119.925267606108,70.0079464969191,104.797672999224,60.9270348881775,81.1429377310568,83.1960226954005,62.8776113654762,116.218572771059,122.753092745393,85.5218397642408,105.516116865668,122.248669607772,100.133800574562,77.9736151228983,74.6690044829218,84.7118654169683,104.120557487885,111.524676841623,83.2209956579754,92.9936459909693,125.552460782678,84.7512750935093,93.9265627048969,116.775347481866,88.1096887959548,98.0925658286828,88.8514440888975,103.132500193786,76.9684338345466
"ATP1B1",84.7073959862234,132.977269228792,36.899580094902,99.3878807010027,45.7271609473188,133.294243990405,92.9876060336071,142.656520694339,102.528162848124,99.4924535825236,103.423607785255,72.1559645711266,115.411944483911,39.6921886176348,79.132684566047,144.257882246816,93.948824535157,52.7463761912231,130.801173802157,91.2357003261592,91.3044389224504,12.6299199043287,101.833050379728,71.2372009490831,91.9994621530543,48.6436198393369,115.746183571197,81.9622640935019,81.9779880049093,98.1886395118873,71.0508883748719,75.9073481796782,120.377661091959,109.100111904792,67.2237790633926,116.263079670289,86.1958451730537,149.428545129912,99.1052072468367,100.65558746126,102.588350551711,141.026563741324,62.4079097056544,82.400451397765,68.2077978207783,88.3566628772413,116.326380073046,78.3840952884877,66.1819947710579,75.8718878432909,115.384273331933,66.3306670571078,99.5154886187405,62.8207194816626,98.9229231215179,87.3044239526413,110.075417229209
"CFL1",74.6965616480091,84.138109311831,83.5523767846023,6.06191886428346,73.7958961878174,77.0261184893288,52.7843771338105,29.579382921886,101.305112095488,67.7155241019097,66.0167405797262,99.0997985622622,64.5945280542254,62.8818475343086,35.2852724024538,76.6210884162097,90.3866402557599,51.630832983893,74.0127152796932,52.6205533094106,70.2183993209314,29.4592724149835,11.7168146598846,82.5719176672757,68.8422024513582,95.9783513806962,84.7890384631276,19.057193306331,162.768079562714,142.855092252299,84.7037067486869,90.3950666069976,66.9204861953857,110.9942181805,72.0585225696892,124.843364609774,167.389650609686,150.134365592293,135.770102051885,96.2589410987383,87.6530385762352,106.336442343165,97.5385279068297,126.253189102594,93.6332433840772,123.025082463424,132.402818017505,105.776051095012,119.227147062716,154.634623108678,106.40019741299,96.1891138705748,126.490838134729,154.420474521964,10.5479215870974,82.5832686105736,145.684095784174
"NDUFC1",76.5675699629025,119.189545090842,87.1716681807299,56.4104898530907,56.4979713091774,76.3079681784574,84.7925257067295,65.5683338111948,83.1879038396824,85.4336671469001,77.3549886373864,115.677374170382,70.017743434891,85.895722676126,96.5131322005409,116.48586699323,70.860542404185,64.7036519554834,96.9685873837206,82.1022945749915,101.988806412358,70.7378552762308,130.377820370979,82.2534284117553,81.7368608071518,96.2504895610162,99.5490847622826,99.2331395020945,93.5765792849562,142.418169541463,65.3100103546401,55.3566989522411,52.2944295324852,86.7394608250946,105.619858696025,78.4568958000298,101.181380080207,83.0777171931966,81.9567102465715,94.4607470318488,91.5463347553254,78.5908802159361,95.0427660679727,86.7100352823576,101.066264827496,78.1637047762905,78.0856015510208,75.7131554281,79.6488869899915,94.6421182800016,119.946016751516,76.3293449513834,88.4048768360092,69.9768045928768,92.0301729918034,142.834589286769,112.635737484544
"TCEB2",73.3941980296389,235.086919593479,64.7478315595246,117.724831981205,119.897121766614,78.5350069978669,68.914325617726,54.2701693747071,89.297694766258,96.8065881212231,67.7265010736801,76.2164735844615,84.6571368436412,61.2836698945697,74.0207764177528,85.7737862261456,55.7104663217982,80.2767527368945,93.5370718887165,70.0956434883175,90.5988986896446,104.144697148616,80.322600612575,72.6426514884223,68.7508504004984,68.6311446483381,75.654389327777,77.866034184691,61.9314425232261,78.3509497697245,87.391148303139,102.521295991023,79.4205050227107,72.8675517636381,84.7268081790098,92.976295306965,120.963033361719,81.4485562816857,78.3858092133166,79.6376127441214,77.9273760270016,93.0476586944438,92.3966981128068,116.364408215286,77.5847949144459,71.9914709796375,46.0313734799919,65.266600074717,53.5426206498363,105.230380392442,75.1052134077415,82.3984335210709,75.503951233366,76.5462890158153,84.1834672630313,90.8963055772428,94.6429587102573
"GYS1",74.0187420608437,69.8212805419408,100.594716072211,67.4552661407161,133.18598451768,102.861118427253,117.492744684085,91.89707986037,85.2563421630373,88.7261144338318,78.0879442660799,93.5169623479529,69.3650831239291,72.5272933789979,84.1775379331866,86.9697141903641,93.0695977949602,108.634296834979,127.416964625352,91.4207572656943,87.3395928011562,90.0969126752083,79.5765654121878,88.6792384764909,95.3471459902022,84.3459571699844,86.2313643683252,63.4689705948428,101.695315253208,102.21046806502,96.4041922051835,77.5575647922208,118.716414268571,93.3011602352449,103.161625613947,108.539533630489,63.0068264361284,92.8568270043496,103.826580504952,71.861542447526,82.8079050950535,76.9116957674464,80.3139816379674,84.2895389163605,87.3374352130752,99.9073535973152,108.880387969031,99.8803200630645,80.357826273211,85.4536417479686,89.0581053394011,79.036683125653,89.4415790477005,98.7121657038969,82.1302313878869,49.8210160005945,74.6180166081862
"NFIX",112.889912985098,35.30145902886,109.174491906045,93.8549340319987,107.851940486272,98.0594566057081,63.9758490511223,93.5324557869198,73.8919506398549,103.716379105706,66.2907620967706,128.486534801431,68.9194666877717,91.4506971633951,73.1906267300973,87.8401893813963,79.1359415605328,119.62086854118,97.5440371283636,68.1710739537799,117.508575216074,90.1740332950049,89.4953883450772,94.2989955708928,95.702884743646,97.3564264129441,68.6657407409509,109.193060443053,106.717627390889,67.1166557577615,118.997130595277,119.418653670017,65.9218888521117,58.7811582478409,88.7587556537131,65.4421617465404,81.2189692667054,98.7297171064747,91.9505114533086,94.9492141786863,105.844419038231,86.1953917192709,69.4750614581143,65.5373207615973,69.3869226052643,70.561869453218,92.117790965581,91.020782244985,101.485260638731,73.4497331067017,103.323331361724,93.812375858399,83.7264251654342,96.8255135901208,97.652862120804,62.1237768248891,56.8884596635461
"CTD-2545M3.8",97.356603589416,149.213303971648,100.657537614124,70.2058886221783,76.5706301443735,100.821599649099,203.888402566946,124.205838278804,44.8171864970378,90.4617152552502,41.9669512786333,56.4584139333898,86.2418513622681,66.3348400833054,90.688900459785,63.0015151910755,19.5971907930379,-2.04347155613031,101.068753095888,95.4993375289742,125.484284118575,34.1061283031998,161.529350043407,80.3556286403498,169.345034257895,81.8073265992567,101.889993759231,75.3543155573417,194.341436805377,70.3605853511389,84.0510071999005,30.7613213443917,160.91415920367,70.4793031926494,22.4199906999308,104.506828432378,150.117082184622,58.6129640103738,73.6141772504324,82.1155287499719,79.16148062493,79.1835535434818,74.4016504469722,66.9768982740606,59.217614349245,117.505843976844,49.3612098137573,84.7386865152119,60.4202364560747,142.383682757204,109.683274751902,24.0485066434133,151.203700374641,127.165595212426,145.837546186995,53.8704445432105,88.9344020169868
"RGS2",43.1881235880193,24.6362924241386,67.9690588921596,70.4501585206908,45.5731108134387,67.3636334892018,47.2366000170793,24.6362924241386,55.3771275084595,62.738792903893,55.2309939084634,24.6362924241386,24.6362924241386,82.6454366367424,51.5594173729542,68.7612967457852,37.9483084119259,51.4854370224957,24.6362924241386,24.6362924241386,55.7822268086618,24.6362924241386,74.2334295275344,41.9810993519554,24.6362924241386,64.0578218737122,24.6362924241386,24.6362924241386,111.460748666617,108.643600363217,207.977423711973,46.0510528352253,152.990787051454,252.486188174021,137.944300712966,131.965371504335,113.685950745543,143.308358751618,143.687154693293,120.111519945104,115.646464506288,208.902453881519,126.744930492714,88.6347079260527,143.723283028466,121.860055525529,129.941839998652,138.666660574803,197.94357151066,102.940563393504,255.432646959512,161.101908560104,132.280391281822,85.4147355802,104.067298609896,134.322055902296,93.4479122741309
"HRC",128.926895,106.166115,168.294312,109.440208,131.795151,127.601486,162.534042,126.950745,119.362747,90.045547,95.004715,128.99437,120.226585,122.62307,134.554993,134.660309,158.576828,131.004288,134.978958,144.388336,135.530869,145.398468,136.874802,133.102158,113.571526,107.569679,129.198669,108.172066,153.955582,103.81691,143.376053,124.233734,125.091896,123.857635,122.962532,123.713097,125.479546,111.399246,118.32164,101.317688,121.339928,125.741028,111.649315,111.204514,125.107948,149.401962,113.772179,123.432716,123.338654,138.361862,130.278183,125.496414,111.024994,118.347687,100.406982,94.54039,118.134956
"RPL39P3",93.0298543712658,105.935309483251,56.890093947913,106.042446728227,104.668576674575,34.7473044645413,78.2915145975341,64.9039761478856,34.7473044645413,238.67175148213,70.1157401138157,119.720198876009,98.5765175265274,34.7473044645413,69.2317614732078,66.4867411288581,70.4516501126866,91.5553059742692,54.3069487549437,50.8670996465609,61.9738191834791,101.416314114454,72.9711228708665,92.5797571591917,62.1848256747942,67.6607364454008,58.1833904886328,234.298963716855,86.9461258357345,63.9717227855968,76.4707639333497,133.427525768996,72.9876513200695,102.752214564016,57.8607580726926,87.0721643624762,74.3836692386684,65.9409853564058,84.9939956299973,73.7822632613718,45.0302142269836,133.963982950305,50.3183714087687,99.0266275878754,107.886154761608,57.2232156543683,77.8316476542777,44.8439982679274,43.3528400429936,64.5677706157173,71.9033139530386,54.3930731541596,89.8132956599546,40.8475229014542,50.8154498489609,72.4045812564908,70.733460385752
"NDUFA11",86.4758725632224,172.281721031286,70.9892320610109,100.76918723835,139.280998913465,76.0951563870325,88.7292559012741,70.0818366675667,109.554676631039,63.9090098752754,46.9569118321059,87.3973816503226,83.2162865225382,71.9445908193537,72.5501624830252,95.6596693465868,43.6902675128941,67.9087602177839,61.5154846318146,70.9994558271295,87.036047899196,90.1557998498633,98.1241066662074,80.7575845911085,81.4588625028546,89.1190761773221,105.299555480686,66.018000592107,83.4649040038488,68.8174011897918,103.475666243484,127.2299046154,102.80958236881,47.6527235151667,109.246822582979,87.9899649361438,124.133735618872,95.3515762047102,68.1991160345738,105.916421821701,79.946366474874,72.0394351843303,122.471549681527,104.027977254113,64.5447059280944,42.3514738582665,84.5504643779827,78.2576812115115,60.0595851167085,98.5416160105561,80.5574201159251,84.25757588478,68.0595310602697,53.019471992423,73.7894200934198,94.9673366933073,108.023348027855
